A_air,DELAY,GCD,HeadingDegree,Dep_Hub,Arr_Hub,Weekday,Spring,Summer,Fall,Winter,Dep_congestion,Arr_congestion
106,11,571.590207,-10,0,1,0,0,0,0,1,0.222222222,0.448275862
124,9,834.423578,6,0,1,0,0,1,0,0,0.5,0.333333333
183,11,1460.23117,25,0,1,0,1,0,0,0,1.1,0.222222222
129,6,1010.233246,-5,1,0,1,1,0,0,0,0.333333333,0.444444444
215,8,1908.348675,27,0,0,0,0,0,1,0,0.909090909,1
117,14,901.207502,9,1,1,1,0,0,1,0,1.058823529,0.290322581
161,11,1285.038769,-19,0,1,0,0,1,0,0,0.111111111,0.944444444
154,13,915.2794,-3,0,0,1,0,0,1,0,0.75,0.7
161,36,1282.10255,9,0,0,1,1,0,0,0,0.866666667,1.125
110,4,884.177395,14,0,1,1,0,0,1,0,0.4,0.566666667
128,13,737.983952,-14,0,0,1,1,0,0,0,1,0.535714286
169,9,1189.249182,-20,1,1,0,0,1,0,0,0.148148148,0.107142857
102,16,778.17093,11,1,0,1,1,0,0,0,0.633333333,0.9
92,21,571.590207,-10,0,1,1,0,0,0,1,0.555555556,0.827586207
94,10,629.385447,10,0,1,1,0,0,1,0,0.75,0.157894737
234,17,1786.762313,-31,1,0,1,0,1,0,0,1,0.705882353
140,9,990.948482,-18,0,1,1,0,0,1,0,0.133333333,0.833333333
140,10,1027.212361,6,0,0,1,0,0,0,1,0.230769231,0.9
89,16,620.091504,-7,1,1,1,0,0,0,1,0.466666667,0.4
127,11,956.196441,14,1,0,0,0,1,0,0,0.909090909,0.090909091
57,-2,334.522146,5,0,0,1,1,0,0,0,0.666666667,0.583333333
357,11,2624.268993,-49,1,0,1,0,0,0,1,1.375,0.428571429
78,15,523.519563,-7,0,1,1,1,0,0,0,0.625,0.515151515
354,5,2518.463271,-45,0,0,1,0,0,1,0,1.625,1.0625
177,14,1285.038769,-19,0,1,1,0,0,0,1,0.6,0.333333333
65,11,468.377617,8,1,0,1,0,1,0,0,0.708333333,0.2
116,10,737.983952,-14,0,1,0,0,0,0,1,1.111111111,0.428571429
135,8,1008.32884,5,1,0,1,0,0,1,0,0.75,0.4375
83,18,540.032558,4,1,0,0,0,1,0,0,0.740740741,0.285714286
111,3,813.596649,5,0,1,1,0,0,1,0,0.117647059,0.434782609
91,10,576.897383,-3,1,0,0,0,1,0,0,0.481481481,0.678571429
68,32,539.094314,10,1,0,1,0,0,0,1,0.944444444,0.7
96,9,597.939419,-11,1,1,1,0,0,1,0,0.3,0.375
119,9,861.040268,-9,0,0,0,1,0,0,0,0.4,0.315789474
112,15,685.849277,-13,1,1,1,0,1,0,0,0.8,0.785714286
140,32,1047.995729,7,0,0,0,1,0,0,0,0.384615385,0.9
142,4,1189.249182,20,0,0,1,0,0,0,1,0.071428571,0.103448276
115,37,1033.925949,14,1,0,0,0,0,1,0,0.863636364,0.1
90,7,629.385447,10,0,1,1,1,0,0,0,0.3,0.210526316
102,11,651.284339,-9,0,1,0,0,0,1,0,0.666666667,0.870967742
235,10,2089.329299,39,0,1,0,0,1,0,0,0.846153846,0.65
114,12,812.418892,-5,0,0,0,0,0,0,1,0.444444444,0.1875
157,10,1272.783529,19,0,1,0,0,0,0,1,0.533333333,0.631578947
194,22,1652.485647,27,1,1,1,0,0,1,0,0.846153846,0.5
97,6,629.385447,-10,1,0,1,0,0,0,1,0.933333333,0.214285714
89,16,690.478391,7,0,0,1,0,0,1,0,0.058823529,0.25
184,40,1545.824818,28,1,1,1,0,0,0,1,0.916666667,0.5
121,11,920.195546,7,0,1,1,0,1,0,0,0.230769231,0.6
105,9,832.59334,-10,1,1,0,0,0,1,0,0.12,0.857142857
200,17,1583.865007,26,1,0,1,0,0,1,0,0.681818182,1.181818182
52,46,218.192866,4,1,0,1,0,0,1,0,0.72,1
41,39,268.566588,-3,0,1,1,0,1,0,0,0.5,1.0625
259,12,1961.40438,-34,1,0,1,1,0,0,0,0.592592593,0.75
81,7,620.091504,7,1,1,0,0,1,0,0,1.176470588,0.5625
226,5,1456.257438,-27,0,0,1,0,0,0,1,0.777777778,0.263157895
43,7,173.11296,-2,0,0,1,0,0,1,0,0.833333333,1.1
103,30,812.418892,-5,1,1,1,0,0,1,0,0.111111111,0.285714286
313,17,2624.268993,49,0,0,1,1,0,0,0,0.916666667,0.833333333
43,45,267.533473,-4,0,1,1,0,0,1,0,0.647058824,1.037037037
77,24,539.094314,-10,0,1,0,0,1,0,0,0.75,0.944444444
57,24,357.179769,-4,0,0,1,0,0,0,1,0.166666667,0.375
171,29,1323.652855,-22,1,0,0,1,0,0,0,0.3,0.166666667
358,28,2700.614761,-51,0,0,1,1,0,0,0,0.714285714,0.692307692
259,20,2203.538884,38,0,0,1,0,1,0,0,0.777777778,0.5
280,22,2624.268993,49,0,0,1,0,0,0,1,0.846153846,0.888888889
70,21,447.510212,5,1,0,1,0,0,1,0,0.909090909,1.6
76,11,476.750766,6,1,0,1,1,0,0,0,0.176470588,1.125
80,26,576.897383,3,0,1,1,1,0,0,0,0.875,0.741935484
50,20,299.410217,-5,1,0,1,1,0,0,0,0.466666667,0.5
153,6,1118.837186,10,0,0,0,0,1,0,0,0.473684211,0.272727273
60,1,420.795085,6,0,0,1,1,0,0,0,0.555555556,0.545454545
352,17,2700.614761,-51,0,1,0,1,0,0,0,1.076923077,1.272727273
97,3,707.170628,11,0,1,0,0,1,0,0,0.3,0.482758621
126,9,901.207502,9,1,1,1,0,0,0,1,0.529411765,0.909090909
89,10,597.939419,-11,0,1,1,1,0,0,0,0.555555556,0.620689655
55,10,357.179769,4,0,1,1,1,0,0,0,0.384615385,0.764705882
109,14,927.682823,-4,0,0,1,0,0,0,1,0.555555556,0.571428571
251,20,2340.357677,45,0,0,1,0,1,0,0,0.909090909,0.294117647
140,4,1010.233246,-5,1,0,1,0,0,0,1,0.923076923,0.222222222
59,8,420.795085,6,0,0,1,0,1,0,0,0.222222222,0.733333333
60,13,379.434596,7,0,0,1,0,1,0,0,0.421052632,0.333333333
204,14,1460.23117,-25,1,0,1,0,0,1,0,0.909090909,0.538461538
315,6,2481.553431,-46,0,1,1,0,1,0,0,0.777777778,0.571428571
113,38,728.559362,-4,0,0,1,0,0,1,0,1.166666667,0.318181818
167,3,1285.038769,-19,0,0,0,0,0,1,0,0,0.722222222
161,19,1324.755315,11,0,0,1,1,0,0,0,0.058823529,0.4375
106,14,651.284339,-9,1,0,1,1,0,0,0,0.666666667,0.484848485
185,14,1696.761378,29,1,0,0,1,0,0,0,0.6,0.111111111
80,29,487.219009,1,0,1,0,0,1,0,0,0.384615385,0.347826087
61,9,431.45735,-2,0,1,1,1,0,0,0,0.4375,0.363636364
175,5,1545.824818,28,0,1,1,0,0,0,1,0.666666667,0.724137931
278,7,2700.614761,51,0,0,1,0,0,0,1,0.461538462,0.375
166,50,1170.205696,-20,1,0,1,0,0,1,0,0.863636364,0.333333333
37,4,218.192866,4,1,0,1,0,1,0,0,0.375,0.4
171,9,1460.052292,28,1,1,1,1,0,0,0,0.210526316,0.25
121,28,834.423578,-6,1,0,1,1,0,0,0,0.916666667,0.3125
86,6,637.097868,11,0,0,1,0,1,0,0,0.833333333,0.533333333
118,43,847.40384,-3,0,0,1,0,1,0,0,1,0.583333333
145,50,1112.807978,-7,0,0,1,0,1,0,0,0.5,0.166666667
131,6,964.817638,-15,0,1,1,0,0,1,0,0.25,1.083333333
252,8,1961.40438,-34,1,1,0,0,0,1,0,0.379310345,0.625
94,20,690.933963,0,1,0,1,0,1,0,0,1.117647059,0.833333333
283,16,2518.463271,45,1,1,1,0,0,0,1,0.6,1
58,40,347.632429,6,1,0,1,0,1,0,0,0.8125,0.4
235,22,1696.761378,-29,0,1,1,0,0,1,0,0.789473684,1
50,17,351.782544,4,1,0,0,0,0,0,1,0.416666667,0.470588235
90,11,603.134032,-4,0,1,1,0,0,0,1,0.615384615,0.696969697
118,12,970.34905,15,0,1,1,0,0,0,1,0.3,0.714285714
49,5,317.942589,5,0,1,1,1,0,0,0,0.055555556,0.393939394
85,5,629.364927,-11,0,0,1,1,0,0,0,0.210526316,0.666666667
55,11,295.111722,4,1,0,1,1,0,0,0,1.375,0.375
68,13,476.750766,6,0,1,1,0,0,0,1,0.125,0.666666667
102,2,690.933963,0,0,0,1,1,0,0,0,0.818181818,0.636363636
177,41,1386.948064,23,0,0,0,0,1,0,0,0.666666667,0.333333333
106,13,621.840567,0,0,1,0,0,1,0,0,0.153846154,0.789473684
137,14,1069.546709,5,0,0,0,0,0,1,0,0.6,0.5
139,16,1170.205696,20,0,1,0,0,0,1,0,1,0.25
80,15,540.032558,4,1,0,0,0,1,0,0,0.8,0.642857143
86,7,510.03799,-3,1,0,1,0,0,0,1,0.941176471,0.388888889
62,21,353.609633,-4,0,1,1,0,0,1,0,0.555555556,0.826086957
293,21,2518.463271,45,0,0,1,1,0,0,0,2,0.909090909
125,19,973.826853,-2,0,1,1,0,1,0,0,0.846153846,0.944444444
83,30,488.956401,-9,1,0,1,0,1,0,0,0.7,0.210526316
58,25,431.45735,2,1,0,1,0,0,1,0,0.37037037,0.1875
153,13,1060.574013,-18,0,0,1,1,0,0,0,0.125,0.666666667
110,38,908.840734,17,0,1,1,1,0,0,0,0.392857143,0.206896552
118,29,728.559362,-4,0,0,1,0,0,0,1,1,0.75
163,25,1324.427392,22,1,1,1,0,1,0,0,0.818181818,0.8
249,19,2229.602875,41,0,1,0,1,0,0,0,0.583333333,0.2
59,35,347.632429,-6,1,0,1,0,1,0,0,1.133333333,1
222,15,1735.290792,-33,0,0,1,0,0,0,1,0.777777778,0.166666667
65,18,390.388606,5,1,1,1,0,0,0,1,0.117647059,0.076923077
45,37,208.704082,-3,0,1,1,0,0,0,1,0.454545455,0.8
283,17,2348.475846,38,1,0,1,0,1,0,0,1.0625,0.611111111
44,10,268.566588,3,0,0,1,0,0,1,0,0.5625,0.6
147,12,1008.32884,-5,0,1,1,1,0,0,0,0.411764706,0.821428571
92,26,624.238161,-1,1,1,0,0,1,0,0,0.44,0.555555556
81,12,510.03799,3,0,0,1,0,1,0,0,0.5,0.304347826
63,7,447.510212,-5,0,1,1,0,0,0,1,0.833333333,0.461538462
196,49,1550.496589,-29,1,0,1,0,0,1,0,0.933333333,0.5
282,14,2518.463271,45,1,1,1,0,0,1,0,0.333333333,0.222222222
85,18,476.750766,-6,1,0,0,0,0,1,0,0.333333333,0.85
97,18,623.223317,-7,0,1,1,0,0,0,1,0.173913043,0.433333333
127,18,956.196441,14,1,0,1,1,0,0,0,0.333333333,0.48
160,39,1100.535857,-10,1,0,1,0,1,0,0,1.133333333,0.818181818
93,7,571.590207,10,0,0,1,1,0,0,0,0.48,0.666666667
229,27,1460.23117,-25,0,0,1,1,0,0,0,1,1
136,14,1042.699516,17,1,0,0,0,1,0,0,0.666666667,0.5
110,16,649.434123,-12,1,1,1,1,0,0,0,1,0.739130435
169,13,1223.650541,-21,1,1,1,1,0,0,0,0.32,0.6875
164,36,1386.948064,23,1,1,1,0,1,0,0,1,0.416666667
148,8,1118.565985,3,0,0,0,0,0,0,1,0.2,0.285714286
142,1,1170.205696,20,0,0,1,0,0,1,0,0.5,0.136363636
110,28,832.59334,10,0,1,1,0,0,0,1,0.714285714,0.586206897
261,9,2322.760467,38,0,0,1,1,0,0,0,2,0.357142857
225,11,2055.947818,34,0,0,1,1,0,0,0,0.5,0.375
226,16,1786.762313,-31,1,1,0,0,0,1,0,0.620689655,0.705882353
41,19,239.028769,2,0,1,1,0,0,1,0,1,0.65
92,20,562.735694,-7,1,1,1,1,0,0,0,1.117647059,0.714285714
45,44,218.192866,-4,0,1,0,1,0,0,0,0.5,0.703703704
95,12,571.590207,-10,0,1,1,0,0,1,0,1,0.586206897
83,31,523.519563,-7,0,0,1,1,0,0,0,0.555555556,0.303030303
84,5,562.735694,7,1,1,1,1,0,0,0,0.52,0.695652174
89,2,665.011421,11,1,0,1,0,0,0,1,0.607142857,0.294117647
293,43,2282.194243,-42,0,0,0,0,0,1,0,0.333333333,0.538461538
137,8,960.346396,-6,1,1,0,1,0,0,0,0.375,0.5
61,26,369.14826,-6,0,0,0,0,1,0,0,0.72,0.428571429
195,21,1696.761378,29,1,0,0,0,0,0,1,0.8,0.05
142,8,946.311628,8,0,0,1,0,0,1,0,0.526315789,1.2
94,5,707.170628,11,0,1,1,0,0,1,0,0.45,0.484848485
134,12,1060.507119,20,0,0,0,1,0,0,0,0.588235294,0.8
115,20,970.34905,15,0,1,1,0,0,0,1,0.8125,0.739130435
278,10,2448.684925,41,1,0,1,0,0,1,0,0.666666667,0.35
55,18,347.632429,-6,1,0,1,0,1,0,0,0.466666667,0.941176471
202,46,1675.753303,25,0,1,1,0,1,0,0,0.7,0.681818182
67,13,486.821961,-1,0,1,1,0,0,0,1,0.333333333,0.5
125,13,856.955197,4,1,0,0,0,0,0,1,1,0.785714286
66,2,421.962871,7,0,1,1,0,0,1,0,1.083333333,0.555555556
50,12,218.192866,4,1,0,1,0,0,1,0,0.68,0.222222222
199,10,1617.638329,-28,1,1,1,0,1,0,0,0.703703704,0.333333333
39,2,268.566588,3,0,0,1,1,0,0,0,0.470588235,0.470588235
179,12,1617.638329,28,1,1,1,1,0,0,0,0.933333333,0.303030303
150,47,1047.995729,-7,0,0,1,0,0,0,1,1.375,0.214285714
63,1,431.45735,2,0,0,0,0,0,1,0,0.925925926,0.375
124,15,973.826853,2,0,0,1,0,0,0,1,0.92,0.25
206,13,1696.761378,29,1,0,1,0,1,0,0,1.066666667,0.444444444
306,19,2518.463271,45,1,1,1,0,1,0,0,0.6875,0.466666667
240,9,2055.947818,34,0,0,1,0,1,0,0,1.083333333,0.2
163,9,1205.983199,-18,1,1,1,0,0,1,0,1.363636364,0.35
131,18,901.207502,-9,1,1,1,1,0,0,0,0.740740741,0.947368421
109,15,737.983952,-14,0,1,1,0,1,0,0,0.8,0.607142857
245,0,2148.155518,38,0,1,1,1,0,0,0,0.333333333,0.1
247,19,2154.100439,38,0,1,1,1,0,0,0,1.090909091,0.838709677
166,50,1456.257438,27,1,1,1,1,0,0,0,0.724137931,0.041666667
169,32,1323.652855,-22,0,0,1,0,1,0,0,0.9,0.5
85,54,665.011421,11,0,0,0,0,1,0,0,0.178571429,0.1875
45,7,268.566588,3,1,1,1,0,0,0,1,0.416666667,0.722222222
120,15,908.840734,-17,1,1,1,0,1,0,0,0.482758621,0.631578947
76,29,486.821961,-1,0,0,0,0,0,1,0,0.166666667,1.1
143,7,995.353239,-16,0,1,0,0,0,0,1,0.461538462,0.535714286
100,41,620.091504,-7,0,0,1,0,0,0,1,0.4,1
99,36,621.840567,0,1,0,0,1,0,0,0,0.625,0.615384615
96,22,690.933963,0,0,0,0,1,0,0,0,1.272727273,0.818181818
53,8,369.14826,-6,1,0,1,0,0,0,1,0.36,0.384615385
275,22,2154.100439,-38,1,0,0,1,0,0,0,0.689655172,0.692307692
147,3,1093.062754,6,0,1,1,0,1,0,0,0.466666667,0.6
65,24,394.782984,-7,1,0,0,0,0,1,0,0.416666667,1.25
162,14,1202.491246,-20,0,1,1,1,0,0,0,1.111111111,0.16
223,39,1593.357952,-30,0,1,1,1,0,0,0,1,0.366666667
129,12,999.833697,17,1,1,1,0,1,0,0,0.636363636,0.5
117,50,989.849845,4,0,1,1,0,0,1,0,0.7,0.705882353
219,42,1521.159554,-23,0,0,0,0,0,0,1,0.611111111,0.166666667
164,6,1456.257438,27,1,1,1,1,0,0,0,0.535714286,0.043478261
120,13,834.423578,-6,1,0,1,0,0,1,0,1.090909091,0.285714286
119,29,908.840734,-17,0,0,1,1,0,0,0,0.68,0.166666667
113,18,737.983952,-14,0,1,1,0,0,1,0,0.5,0.761904762
118,49,875.322395,-13,1,0,0,0,0,0,1,0.291666667,0.5
91,25,646.146436,-6,1,0,0,0,0,1,0,1.818181818,1.4
125,10,901.207502,9,0,1,1,1,0,0,0,0.173913043,0.848484848
159,12,1479.580121,25,1,1,0,0,0,0,1,0.133333333,0.333333333
159,7,1445.171858,24,0,0,1,0,0,0,1,0.304347826,0.5
336,13,2518.463271,-45,1,1,1,0,0,0,1,1.285714286,0.647058824
124,32,856.955197,-4,0,1,1,0,0,0,1,0.25,0.827586207
168,11,1460.052292,28,1,1,0,0,0,0,1,1.315789474,0.4
283,10,2348.475846,-38,0,1,1,0,1,0,0,0.6,0.705882353
110,12,901.207502,9,1,1,1,0,0,1,0,0.9375,0.193548387
280,11,2465.61664,44,1,1,1,1,0,0,0,0.5625,1.111111111
212,16,1767.800732,-30,1,0,1,0,0,1,0,1.04,0.5
150,18,1187.021901,3,0,0,0,1,0,0,0,0.230769231,0.611111111
64,20,447.510212,-5,0,1,0,0,1,0,0,0,0.384615385
96,1,735.602365,-10,0,1,1,0,0,1,0,0.8,0.727272727
203,16,1583.865007,-26,0,1,1,0,1,0,0,1.272727273,0.586206897
237,5,1772.406556,-35,0,0,1,0,1,0,0,0.88,0.818181818
152,37,1111.110824,-7,0,1,1,0,0,0,1,0.666666667,0.448275862
259,7,2154.100439,38,0,1,0,1,0,0,0,0.454545455,0.757575758
118,15,737.983952,-14,0,1,1,1,0,0,0,1.1,0.392857143
87,6,571.590207,10,1,0,0,0,0,1,0,0.344827586,0.5
67,17,488.956401,9,1,0,1,0,0,0,1,0.45,0.555555556
73,6,523.519563,7,1,0,0,0,0,1,0,0.275862069,0.444444444
226,15,1886.742458,-35,1,1,1,1,0,0,0,0.8,1
75,4,571.590207,10,1,0,1,0,0,0,1,0.625,0.5
298,55,2624.268993,49,0,1,1,0,0,1,0,1,0.533333333
67,32,488.956401,9,1,0,0,0,0,1,0,0.44,0.6
109,16,778.17093,-11,1,1,1,0,0,0,1,0.272727273,0.515151515
82,9,576.897383,3,1,0,1,0,0,1,0,0.75862069,0.939393939
155,57,1282.10255,9,0,0,0,1,0,0,0,0.6,0.333333333
337,31,2518.463271,-45,0,0,1,1,0,0,0,1.25,2
199,17,1675.753303,25,0,1,1,0,1,0,0,0.636363636,0.727272727
63,30,357.179769,4,0,1,1,0,0,1,0,0.769230769,0.882352941
262,21,2443.223163,45,1,1,1,0,1,0,0,0.666666667,0
319,47,2465.61664,-44,1,1,1,0,0,0,1,2,0.294117647
80,15,523.519563,7,1,0,1,1,0,0,0,0.833333333,0.375
241,14,1870.57074,-31,1,1,1,0,1,0,0,0.714285714,0.5
59,6,357.179769,4,0,1,1,1,0,0,0,0.692307692,0.75
209,14,1961.40438,34,1,1,1,0,0,0,1,0.588235294,0.151515152
55,18,379.434596,7,0,0,1,0,1,0,0,0.631578947,0.357142857
93,12,732.129795,11,0,0,1,0,0,0,1,0.545454545,0.266666667
75,16,571.590207,10,0,0,0,1,0,0,0,0.518518519,0.52173913
85,46,609.300452,-8,0,1,0,1,0,0,0,0.25,0.727272727
122,47,841.089583,7,0,0,1,0,0,0,1,0.909090909,0.666666667
93,8,651.284339,-9,0,1,0,0,0,1,0,0.266666667,0.580645161
44,18,268.566588,-3,0,1,1,0,0,0,1,0.666666667,0.8125
130,8,856.955197,-4,0,1,1,0,0,0,1,1,0.464285714
129,13,1010.233246,-5,1,0,1,0,1,0,0,0.266666667,0.222222222
140,18,1010.233246,-5,1,0,1,0,0,0,1,0.307692308,0.733333333
275,18,2416.374329,43,1,1,0,0,0,1,0,0.875,0.8
135,7,1008.47522,-8,0,0,0,0,1,0,0,0.7,0.3125
130,12,1116.876239,22,0,0,1,0,0,1,0,0.608695652,0.875
125,19,915.2794,-3,0,0,0,0,0,1,0,0.333333333,0.555555556
116,10,856.955197,4,1,0,0,0,0,1,0,0.391304348,0.5
126,6,915.2794,3,0,0,1,0,0,1,0,0.4,0.777777778
57,5,379.434596,7,0,1,0,1,0,0,0,0.266666667,0.789473684
107,11,812.418892,-5,1,1,1,0,0,0,1,0.666666667,0.909090909
39,18,216.302988,-1,0,0,1,0,1,0,0,0.266666667,0.380952381
46,31,255.35434,4,0,0,0,0,1,0,0,0.333333333,0.7
269,24,1961.40438,-34,1,1,1,0,0,1,0,0.555555556,0.705882353
37,5,141.657021,2,0,0,0,0,0,0,1,0.375,0.666666667
132,21,1008.47522,-8,1,0,0,0,1,0,0,0.4,0.0625
310,5,2362.776046,-42,0,0,1,1,0,0,0,0.2,0.705882353
267,56,2372.108608,44,0,0,0,0,1,0,0,0.75,0.875
289,17,2229.602875,-41,1,0,1,0,0,1,0,1,0.466666667
196,32,1767.800732,30,0,1,1,0,0,1,0,0.833333333,1
70,31,420.795085,6,1,0,1,0,1,0,0,0.333333333,0.545454545
112,13,988.067443,18,1,1,0,0,1,0,0,1,0.448275862
126,9,1106.14354,17,0,0,0,0,0,0,1,0.260869565,0.714285714
87,33,510.03799,3,0,1,1,0,0,0,1,0.2,0.52173913
61,26,347.632429,6,1,1,1,1,0,0,0,0.941176471,0.45
120,51,929.47781,16,1,0,1,0,1,0,0,0.130434783,0.75
78,18,543.307075,6,0,0,1,0,0,1,0,0.3,0
216,15,1767.800732,-30,1,0,1,0,1,0,0,0.6,0.333333333
115,10,915.2794,3,0,0,1,0,0,0,1,0.266666667,0.888888889
88,15,420.795085,-6,0,0,0,0,0,0,1,1,0.888888889
262,17,1961.40438,-34,1,1,1,0,0,1,0,0.666666667,0.875
64,49,420.795085,6,0,0,1,1,0,0,0,0.666666667,0.454545455
56,6,351.782544,-4,1,0,1,1,0,0,0,0.6,1.181818182
104,20,760.200443,-13,1,0,1,0,1,0,0,0.62962963,0.821428571
345,11,2465.61664,-44,1,1,1,1,0,0,0,0.8,0.875
118,20,999.833697,17,1,1,1,0,1,0,0,0.045454545,0.111111111
245,20,1756.535367,-32,1,0,1,0,0,1,0,0.48,1.066666667
91,17,576.897383,-3,1,0,1,0,1,0,0,0.733333333,0.5
278,11,2565.527733,42,0,0,1,0,0,0,1,0,0.071428571
84,12,488.956401,-9,1,0,1,0,1,0,0,1.3,0.052631579
221,6,1675.753303,-25,0,0,0,0,0,1,0,0.619047619,1.181818182
53,13,357.179769,4,0,1,1,0,1,0,0,0.769230769,0.875
82,23,428.586941,-2,1,0,1,1,0,0,0,1.25,0.125
108,16,735.602365,10,1,0,1,0,1,0,0,0.666666667,1.1
105,8,732.129795,-11,1,0,1,0,0,0,1,0.105263158,0.636363636
224,17,1696.761378,-29,0,1,0,0,0,1,0,0.157894737,0.8
120,16,856.955197,4,1,0,0,1,0,0,0,0.739130435,0.5
123,12,1116.876239,22,0,0,1,0,0,0,1,0.47826087,0.75
76,5,523.519563,-7,0,1,1,0,0,1,0,0.272727273,0.433333333
76,23,523.519563,7,0,0,1,0,0,1,0,0.2,0.571428571
44,12,173.11296,2,0,0,1,0,0,0,1,0.7,0.875
109,34,665.011421,-11,0,1,1,0,0,0,1,0.818181818,0.448275862
314,8,2372.108608,-44,0,0,1,0,0,1,0,0.285714286,0.266666667
219,18,1617.638329,-28,1,0,1,1,0,0,0,0.851851852,0.333333333
273,20,2416.374329,43,1,1,1,0,0,1,0,0.818181818,0.25
275,9,2086.857496,-38,0,0,1,1,0,0,0,0.875,0.470588235
39,2,268.566588,-3,1,1,1,0,1,0,0,0.333333333,0.533333333
104,30,778.17093,-11,0,1,1,0,1,0,0,1,0.64516129
256,15,1767.800732,-30,1,0,0,0,0,0,1,1,0.166666667
97,10,760.200443,13,0,0,0,1,0,0,0,0.681818182,0.303030303
86,17,540.032558,4,1,0,1,0,0,1,0,0.366666667,0.357142857
156,55,1008.47522,-8,1,0,0,0,0,0,1,0.545454545,0.166666667
150,27,956.196441,-14,1,0,1,0,1,0,0,1,0.25
142,34,1138.052053,17,1,0,0,0,0,1,0,0.869565217,0.333333333
136,6,1069.546709,5,0,0,0,1,0,0,0,0.9,0.333333333
39,5,267.533473,4,0,1,1,0,1,0,0,0.703703704,0.869565217
85,15,571.590207,10,1,0,0,0,0,1,0,0.68,0.5
170,7,1111.110824,-7,0,0,1,0,0,0,1,0.833333333,0.206896552
127,9,920.195546,-7,1,0,0,0,0,0,1,1,0.75
120,12,999.833697,17,1,1,0,0,1,0,0,0.347826087,0.347826087
92,2,665.011421,-11,0,1,1,1,0,0,0,0.772727273,0.5
93,19,609.300452,-8,1,1,1,1,0,0,0,0.083333333,0.421052632
222,27,2029.878363,33,0,0,1,0,0,1,0,0.083333333,0.0625
238,12,1696.761378,-29,1,0,1,0,0,0,1,0.2,0.263157895
113,5,812.418892,-5,0,0,0,0,0,1,0,0.333333333,0.5
149,26,1202.491246,20,1,0,1,0,0,1,0,0.782608696,0.875
125,27,884.177395,-14,1,1,1,1,0,0,0,0.620689655,0.647058824
87,7,603.134032,4,1,0,1,0,0,1,0,0.931034483,0.818181818
136,10,1008.47522,8,0,1,1,0,1,0,0,0.5625,0.5
132,24,999.833697,-17,1,1,1,0,1,0,0,0.75,0.689655172
119,14,737.983952,-14,0,0,0,0,1,0,0,0.4,0.724137931
248,20,1961.40438,-34,0,1,1,0,1,0,0,0.740740741,0.625
85,10,597.939419,-11,1,1,0,0,0,1,0,0.444444444,0.5
60,7,379.434596,7,0,1,0,0,1,0,0,0.052631579,0.172413793
69,12,379.434596,-7,0,1,1,1,0,0,0,0.368421053,0.176470588
223,24,1786.762313,-31,1,1,1,0,0,0,1,0.8,0.9375
204,16,1769.842435,31,0,1,1,0,0,0,1,0.916666667,1.068965517
310,10,2624.268993,49,0,0,1,1,0,0,0,0.769230769,0.866666667
130,18,970.34905,15,0,0,0,0,1,0,0,1.1,0.695652174
265,29,2340.357677,45,0,1,1,0,1,0,0,1.363636364,0.708333333
100,10,685.849277,13,1,0,1,0,0,1,0,0.5,0.8
265,24,2340.357677,45,0,1,1,0,1,0,0,0.454545455,0.5
133,8,908.840734,-17,1,1,1,1,0,0,0,0.857142857,0.291666667
204,19,1786.762313,31,1,1,1,0,1,0,0,0.625,0.071428571
45,31,299.155133,-2,1,0,0,0,1,0,0,0.5,0.833333333
285,9,2416.374329,43,0,0,1,1,0,0,0,0.333333333,0.066666667
203,20,1583.865007,26,1,0,1,0,1,0,0,0.5,1
84,12,562.735694,-7,1,1,1,0,0,1,0,0.6875,0.821428571
234,49,1589.031241,-29,1,0,0,0,0,0,1,0.9375,0.833333333
48,0,299.410217,-5,1,0,1,0,0,0,1,0.266666667,0.333333333
134,8,1033.925949,14,1,0,1,0,0,1,0,0.818181818,0.6
39,7,218.192866,-4,1,0,1,0,1,0,0,0.56,0.178571429
117,0,898.49101,-6,1,0,1,0,0,1,0,0.555555556,0.25
222,43,1756.535367,-32,0,0,1,0,0,0,1,0.04,0.416666667
60,14,357.179769,4,0,1,1,0,1,0,0,1.083333333,0.705882353
319,23,2348.475846,-38,0,1,0,0,0,0,1,0.466666667,0.235294118
93,21,540.032558,4,1,0,1,0,0,0,1,1.1,0.571428571
302,18,2203.538884,-38,1,0,0,0,0,0,1,0.888888889,0.4
63,8,420.795085,6,1,0,1,0,0,0,1,1,0.375
59,14,388.846635,3,0,0,1,1,0,0,0,0.185185185,0.125
253,22,2203.671424,35,0,0,0,0,0,1,0,0.666666667,0.277777778
192,30,1445.171858,24,1,0,1,0,1,0,0,1.08,0.5
258,16,2282.194243,42,0,1,1,0,0,0,1,0.916666667,0.357142857
151,33,1112.807978,7,0,0,1,0,1,0,0,0.666666667,0.75
87,16,571.590207,10,1,0,0,0,1,0,0,0.32,0.75
81,15,510.03799,-3,0,1,1,0,1,0,0,0.578947368,0.4
95,8,571.590207,-10,0,1,1,1,0,0,0,1.142857143,0.931034483
86,12,615.651481,12,0,0,1,0,0,1,0,0.461538462,0.555555556
132,8,920.195546,7,0,1,1,0,1,0,0,0.473684211,0.833333333
43,4,218.192866,-4,0,1,1,0,0,1,0,1.210526316,1
341,21,2534.10135,-47,1,0,0,1,0,0,0,1.363636364,1
